sample,Phylum,SeqAbundance,PercentPhylum,trophicstate,filter,lakenames,limnion
PAYE2,TA18,10,0.1,Productive,Free,Payne,Top
PAYE23um,Alphaproteobacteria,1079,10.46,Productive,Particle,Payne,Top
PAYE23um,Betaproteobacteria,402,3.9,Productive,Particle,Payne,Top
PAYE23um,Deltaproteobacteria,145,1.41,Productive,Particle,Payne,Top
PAYE23um,Epsilonproteobacteria,0,0,Productive,Particle,Payne,Top
PAYE23um,Gammaproteobacteria,40,0.39,Productive,Particle,Payne,Top
PAYE23um,SPOTSOCT00m83,0,0,Productive,Particle,Payne,Top
PAYE23um,TA18,20,0.19,Productive,Particle,Payne,Top
PAYH1,Alphaproteobacteria,37,0.36,Productive,Free,Payne,Bottom
PAYH1,Betaproteobacteria,1935,18.78,Productive,Free,Payne,Bottom
PAYH1,Deltaproteobacteria,688,6.68,Productive,Free,Payne,Bottom
PAYH1,Epsilonproteobacteria,145,1.41,Productive,Free,Payne,Bottom
PAYH1,Gammaproteobacteria,458,4.44,Productive,Free,Payne,Bottom
PAYH1,SPOTSOCT00m83,0,0,Productive,Free,Payne,Bottom
PAYH1,TA18,0,0,Productive,Free,Payne,Bottom
PAYH13um,Alphaproteobacteria,17,0.16,Productive,Particle,Payne,Bottom
PAYH13um,Betaproteobacteria,1122,10.89,Productive,Particle,Payne,Bottom
PAYH13um,Deltaproteobacteria,762,7.4,Productive,Particle,Payne,Bottom
PAYH13um,Epsilonproteobacteria,15,0.15,Productive,Particle,Payne,Bottom
PAYH13um,Gammaproteobacteria,794,7.71,Productive,Particle,Payne,Bottom
PAYH13um,SPOTSOCT00m83,0,0,Productive,Particle,Payne,Bottom
PAYH13um,TA18,7,0.07,Productive,Particle,Payne,Bottom
PAYH2,Alphaproteobacteria,7,0.07,Productive,Free,Payne,Bottom
PAYH2,Betaproteobacteria,1976,19.16,Productive,Free,Payne,Bottom
PAYH2,Deltaproteobacteria,620,6.01,Productive,Free,Payne,Bottom
PAYH2,Epsilonproteobacteria,147,1.43,Productive,Free,Payne,Bottom
PAYH2,Gammaproteobacteria,372,3.61,Productive,Free,Payne,Bottom
PAYH2,SPOTSOCT00m83,0,0,Productive,Free,Payne,Bottom
PAYH2,TA18,0,0,Productive,Free,Payne,Bottom
PAYH23um,Alphaproteobacteria,10,0.1,Productive,Particle,Payne,Bottom
PAYH23um,Betaproteobacteria,1143,11.1,Productive,Particle,Payne,Bottom
PAYH23um,Deltaproteobacteria,738,7.16,Productive,Particle,Payne,Bottom
PAYH23um,Epsilonproteobacteria,21,0.2,Productive,Particle,Payne,Bottom
PAYH23um,Gammaproteobacteria,703,6.82,Productive,Particle,Payne,Bottom
PAYH23um,SPOTSOCT00m83,0,0,Productive,Particle,Payne,Bottom
PAYH23um,TA18,8,0.08,Productive,Particle,Payne,Bottom
SIXE13um,Alphaproteobacteria,620,6.01,Unproductive,Particle,Sixteen,Top
SIXE13um,Betaproteobacteria,427,4.14,Unproductive,Particle,Sixteen,Top
SIXE13um,Deltaproteobacteria,137,1.33,Unproductive,Particle,Sixteen,Top
SIXE13um,Epsilonproteobacteria,0,0,Unproductive,Particle,Sixteen,Top
SIXE13um,Gammaproteobacteria,0,0,Unproductive,Particle,Sixteen,Top
SIXE13um,SPOTSOCT00m83,0,0,Unproductive,Particle,Sixteen,Top
SIXE13um,TA18,10,0.1,Unproductive,Particle,Sixteen,Top
SIXE2,Alphaproteobacteria,327,3.17,Unproductive,Free,Sixteen,Top
SIXE2,Betaproteobacteria,2446,23.73,Unproductive,Free,Sixteen,Top
SIXE2,Deltaproteobacteria,180,1.75,Unproductive,Free,Sixteen,Top
SIXE2,Epsilonproteobacteria,0,0,Unproductive,Free,Sixteen,Top
SIXE2,Gammaproteobacteria,6,0.06,Unproductive,Free,Sixteen,Top
SIXE2,SPOTSOCT00m83,0,0,Unproductive,Free,Sixteen,Top
SIXE2,TA18,0,0,Unproductive,Free,Sixteen,Top
SIXE23um,Alphaproteobacteria,866,8.41,Unproductive,Particle,Sixteen,Top
SIXE23um,Betaproteobacteria,444,4.31,Unproductive,Particle,Sixteen,Top
SIXE23um,Deltaproteobacteria,279,2.71,Unproductive,Particle,Sixteen,Top
SIXE23um,Epsilonproteobacteria,0,0,Unproductive,Particle,Sixteen,Top
SIXE23um,Gammaproteobacteria,19,0.18,Unproductive,Particle,Sixteen,Top
SIXE23um,SPOTSOCT00m83,0,0,Unproductive,Particle,Sixteen,Top
SIXE23um,TA18,13,0.13,Unproductive,Particle,Sixteen,Top
SIXH1,Alphaproteobacteria,213,2.07,Unproductive,Free,Sixteen,Bottom
SIXH1,Betaproteobacteria,1660,16.1,Unproductive,Free,Sixteen,Bottom
SIXH1,Deltaproteobacteria,214,2.08,Unproductive,Free,Sixteen,Bottom
SIXH1,Epsilonproteobacteria,68,0.66,Unproductive,Free,Sixteen,Bottom
SIXH1,Gammaproteobacteria,688,6.67,Unproductive,Free,Sixteen,Bottom
SIXH1,SPOTSOCT00m83,0,0,Unproductive,Free,Sixteen,Bottom
SIXH1,TA18,0,0,Unproductive,Free,Sixteen,Bottom
SIXH13um,Alphaproteobacteria,398,3.86,Unproductive,Particle,Sixteen,Bottom
SIXH13um,Betaproteobacteria,955,9.26,Unproductive,Particle,Sixteen,Bottom
SIXH13um,Deltaproteobacteria,267,2.59,Unproductive,Particle,Sixteen,Bottom
SIXH13um,Epsilonproteobacteria,5,0.05,Unproductive,Particle,Sixteen,Bottom
SIXH13um,Gammaproteobacteria,152,1.47,Unproductive,Particle,Sixteen,Bottom
SIXH13um,SPOTSOCT00m83,0,0,Unproductive,Particle,Sixteen,Bottom
SIXH13um,TA18,0,0,Unproductive,Particle,Sixteen,Bottom
SIXH23um,Alphaproteobacteria,437,4.24,Unproductive,Particle,Sixteen,Bottom
SIXH23um,Betaproteobacteria,715,6.94,Unproductive,Particle,Sixteen,Bottom
SIXH23um,Deltaproteobacteria,443,4.3,Unproductive,Particle,Sixteen,Bottom
SIXH23um,Epsilonproteobacteria,24,0.23,Unproductive,Particle,Sixteen,Bottom
SIXH23um,Gammaproteobacteria,274,2.66,Unproductive,Particle,Sixteen,Bottom
SIXH23um,SPOTSOCT00m83,0,0,Unproductive,Particle,Sixteen,Bottom
SIXH23um,TA18,0,0,Unproductive,Particle,Sixteen,Bottom
BAKE1,Acidobacteria,0,0,Productive,Free,Baker,Top
BAKE1,Actinobacteria,2197,21.32,Productive,Free,Baker,Top
BAKE1,Armatimonadetes,0,0,Productive,Free,Baker,Top
BAKE1,Bacteroidetes,2291,22.23,Productive,Free,Baker,Top
BAKE1,BD1-5,0,0,Productive,Free,Baker,Top
BAKE1,Candidate_division_BRC1,0,0,Productive,Free,Baker,Top
BAKE1,Candidate_division_OD1,23,0.22,Productive,Free,Baker,Top
BAKE1,Candidate_division_OP11,0,0,Productive,Free,Baker,Top
BAKE1,Candidate_division_OP3,0,0,Productive,Free,Baker,Top
BAKE1,Candidate_division_OP8,0,0,Productive,Free,Baker,Top
BAKE1,Candidate_division_SR1,0,0,Productive,Free,Baker,Top
BAKE1,Candidate_division_TM7,0,0,Productive,Free,Baker,Top
BAKE1,Candidate_division_WS3,0,0,Productive,Free,Baker,Top
BAKE1,Chlamydiae,188,1.82,Productive,Free,Baker,Top
BAKE1,Chlorobi,6,0.06,Productive,Free,Baker,Top
BAKE1,Chloroflexi,15,0.15,Productive,Free,Baker,Top
BAKE1,Cyanobacteria,212,2.06,Productive,Free,Baker,Top
BAKE1,Deferribacteres,0,0,Productive,Free,Baker,Top
BAKE1,Deinococcus-Thermus,0,0,Productive,Free,Baker,Top
BAKE1,Dictyoglomi,0,0,Productive,Free,Baker,Top
BAKE1,Elusimicrobia,0,0,Productive,Free,Baker,Top
BAKE1,Fibrobacteres,0,0,Productive,Free,Baker,Top
BAKE1,Firmicutes,6,0.06,Productive,Free,Baker,Top
BAKE1,Fusobacteria,0,0,Productive,Free,Baker,Top
BAKE1,Gemmatimonadetes,0,0,Productive,Free,Baker,Top
BAKE1,Lentisphaerae,15,0.15,Productive,Free,Baker,Top
BAKE1,NPL-UPA2,14,0.14,Productive,Free,Baker,Top
BAKE1,Planctomycetes,212,2.06,Productive,Free,Baker,Top
BAKE1,Spirochaetae,63,0.61,Productive,Free,Baker,Top
BAKE1,Tenericutes,0,0,Productive,Free,Baker,Top
BAKE1,Thermotogae,0,0,Productive,Free,Baker,Top
BAKE1,TM6,44,0.43,Productive,Free,Baker,Top
BAKE1,Verrucomicrobia,1754,17.02,Productive,Free,Baker,Top
BAKE1,WCHB1-60,0,0,Productive,Free,Baker,Top
BAKE13um,Acidobacteria,208,2.02,Productive,Particle,Baker,Top
BAKE13um,Actinobacteria,125,1.21,Productive,Particle,Baker,Top
BAKE13um,Armatimonadetes,20,0.19,Productive,Particle,Baker,Top
BAKE13um,Bacteroidetes,2260,21.92,Productive,Particle,Baker,Top
BAKE13um,BD1-5,0,0,Productive,Particle,Baker,Top
BAKE13um,Candidate_division_BRC1,0,0,Productive,Particle,Baker,Top
BAKE13um,Candidate_division_OD1,0,0,Productive,Particle,Baker,Top
BAKE13um,Candidate_division_OP11,0,0,Productive,Particle,Baker,Top
BAKE13um,Candidate_division_OP3,0,0,Productive,Particle,Baker,Top
BAKE13um,Candidate_division_OP8,0,0,Productive,Particle,Baker,Top
BAKE13um,Candidate_division_SR1,0,0,Productive,Particle,Baker,Top
BAKE13um,Candidate_division_TM7,0,0,Productive,Particle,Baker,Top
BAKE13um,Candidate_division_WS3,0,0,Productive,Particle,Baker,Top
BAKE13um,Chlamydiae,13,0.13,Productive,Particle,Baker,Top
BAKE13um,Chlorobi,67,0.65,Productive,Particle,Baker,Top
BAKE13um,Chloroflexi,440,4.27,Productive,Particle,Baker,Top
BAKE13um,Cyanobacteria,2003,19.43,Productive,Particle,Baker,Top
BAKE13um,Deferribacteres,0,0,Productive,Particle,Baker,Top
BAKE13um,Deinococcus-Thermus,6,0.06,Productive,Particle,Baker,Top
BAKE13um,Dictyoglomi,0,0,Productive,Particle,Baker,Top
BAKE13um,Elusimicrobia,0,0,Productive,Particle,Baker,Top
BAKE13um,Fibrobacteres,0,0,Productive,Particle,Baker,Top
BAKE13um,Firmicutes,13,0.13,Productive,Particle,Baker,Top
BAKE13um,Fusobacteria,0,0,Productive,Particle,Baker,Top
BAKE13um,Gemmatimonadetes,0,0,Productive,Particle,Baker,Top
BAKE13um,Lentisphaerae,12,0.12,Productive,Particle,Baker,Top
BAKE13um,NPL-UPA2,0,0,Productive,Particle,Baker,Top
BAKE13um,Planctomycetes,439,4.26,Productive,Particle,Baker,Top
BAKE13um,Spirochaetae,0,0,Productive,Particle,Baker,Top
BAKE13um,Tenericutes,0,0,Productive,Particle,Baker,Top
BAKE13um,Thermotogae,0,0,Productive,Particle,Baker,Top
BAKE13um,TM6,11,0.11,Productive,Particle,Baker,Top
BAKE13um,Verrucomicrobia,3244,31.47,Productive,Particle,Baker,Top
BAKE13um,WCHB1-60,0,0,Productive,Particle,Baker,Top
BAKE2,Acidobacteria,10,0.1,Productive,Free,Baker,Top
BAKE2,Actinobacteria,2313,22.45,Productive,Free,Baker,Top
BAKE2,Armatimonadetes,0,0,Productive,Free,Baker,Top
BAKE2,Bacteroidetes,2339,22.7,Productive,Free,Baker,Top
BAKE2,BD1-5,0,0,Productive,Free,Baker,Top
BAKE2,Candidate_division_BRC1,0,0,Productive,Free,Baker,Top
BAKE2,Candidate_division_OD1,16,0.16,Productive,Free,Baker,Top
BAKE2,Candidate_division_OP11,0,0,Productive,Free,Baker,Top
BAKE2,Candidate_division_OP3,6,0.06,Productive,Free,Baker,Top
BAKE2,Candidate_division_OP8,0,0,Productive,Free,Baker,Top
BAKE2,Candidate_division_SR1,0,0,Productive,Free,Baker,Top
BAKE2,Candidate_division_TM7,0,0,Productive,Free,Baker,Top
BAKE2,Candidate_division_WS3,0,0,Productive,Free,Baker,Top
BAKE2,Chlamydiae,148,1.44,Productive,Free,Baker,Top
BAKE2,Chlorobi,0,0,Productive,Free,Baker,Top
BAKE2,Chloroflexi,10,0.1,Productive,Free,Baker,Top
BAKE2,Cyanobacteria,257,2.49,Productive,Free,Baker,Top
BAKE2,Deferribacteres,0,0,Productive,Free,Baker,Top
BAKE2,Deinococcus-Thermus,0,0,Productive,Free,Baker,Top
BAKE2,Dictyoglomi,0,0,Productive,Free,Baker,Top
BAKE2,Elusimicrobia,0,0,Productive,Free,Baker,Top
BAKE2,Fibrobacteres,0,0,Productive,Free,Baker,Top
BAKE2,Firmicutes,0,0,Productive,Free,Baker,Top
BAKE2,Fusobacteria,0,0,Productive,Free,Baker,Top
BAKE2,Gemmatimonadetes,0,0,Productive,Free,Baker,Top
BAKE2,Lentisphaerae,13,0.13,Productive,Free,Baker,Top
BAKE2,NPL-UPA2,13,0.13,Productive,Free,Baker,Top
BAKE2,Planctomycetes,138,1.34,Productive,Free,Baker,Top
BAKE2,Spirochaetae,50,0.49,Productive,Free,Baker,Top
BAKE2,Tenericutes,0,0,Productive,Free,Baker,Top
BAKE2,Thermotogae,0,0,Productive,Free,Baker,Top
BAKE2,TM6,39,0.38,Productive,Free,Baker,Top
BAKE2,Verrucomicrobia,1920,18.63,Productive,Free,Baker,Top
BAKE2,WCHB1-60,0,0,Productive,Free,Baker,Top
BAKE23um,Acidobacteria,300,2.91,Productive,Particle,Baker,Top
BAKE23um,Actinobacteria,121,1.17,Productive,Particle,Baker,Top
BAKE23um,Armatimonadetes,25,0.24,Productive,Particle,Baker,Top
BAKE23um,Bacteroidetes,2305,22.35,Productive,Particle,Baker,Top
BAKE23um,BD1-5,0,0,Productive,Particle,Baker,Top
BAKE23um,Candidate_division_BRC1,0,0,Productive,Particle,Baker,Top
BAKE23um,Candidate_division_OD1,0,0,Productive,Particle,Baker,Top
BAKE23um,Candidate_division_OP11,0,0,Productive,Particle,Baker,Top
BAKE23um,Candidate_division_OP3,0,0,Productive,Particle,Baker,Top
BAKE23um,Candidate_division_OP8,0,0,Productive,Particle,Baker,Top
BAKE23um,Candidate_division_SR1,0,0,Productive,Particle,Baker,Top
BAKE23um,Candidate_division_TM7,0,0,Productive,Particle,Baker,Top
BAKE23um,Candidate_division_WS3,0,0,Productive,Particle,Baker,Top
BAKE23um,Chlamydiae,4,0.04,Productive,Particle,Baker,Top
BAKE23um,Chlorobi,4,0.04,Productive,Particle,Baker,Top
BAKE23um,Chloroflexi,724,7.02,Productive,Particle,Baker,Top
BAKE23um,Cyanobacteria,2430,23.56,Productive,Particle,Baker,Top
BAKE23um,Deferribacteres,0,0,Productive,Particle,Baker,Top
BAKE23um,Deinococcus-Thermus,0,0,Productive,Particle,Baker,Top
BAKE23um,Dictyoglomi,0,0,Productive,Particle,Baker,Top
BAKE23um,Elusimicrobia,0,0,Productive,Particle,Baker,Top
BAKE23um,Fibrobacteres,0,0,Productive,Particle,Baker,Top
BAKE23um,Firmicutes,0,0,Productive,Particle,Baker,Top
BAKE23um,Fusobacteria,0,0,Productive,Particle,Baker,Top
BAKE23um,Gemmatimonadetes,5,0.05,Productive,Particle,Baker,Top
BAKE23um,Lentisphaerae,5,0.05,Productive,Particle,Baker,Top
BAKE23um,NPL-UPA2,0,0,Productive,Particle,Baker,Top
BAKE23um,Planctomycetes,396,3.84,Productive,Particle,Baker,Top
BAKE23um,Spirochaetae,0,0,Productive,Particle,Baker,Top
BAKE23um,Tenericutes,0,0,Productive,Particle,Baker,Top
BAKE23um,Thermotogae,0,0,Productive,Particle,Baker,Top
BAKE23um,TM6,9,0.09,Productive,Particle,Baker,Top
BAKE23um,Verrucomicrobia,2752,26.68,Productive,Particle,Baker,Top
BAKE23um,WCHB1-60,0,0,Productive,Particle,Baker,Top
BAKH1,Acidobacteria,30,0.29,Productive,Free,Baker,Bottom
BAKH1,Actinobacteria,874,8.48,Productive,Free,Baker,Bottom
BAKH1,Armatimonadetes,0,0,Productive,Free,Baker,Bottom
BAKH1,Bacteroidetes,2455,23.82,Productive,Free,Baker,Bottom
BAKH1,BD1-5,9,0.09,Productive,Free,Baker,Bottom
BAKH1,Candidate_division_BRC1,11,0.11,Productive,Free,Baker,Bottom
BAKH1,Candidate_division_OD1,106,1.03,Productive,Free,Baker,Bottom
BAKH1,Candidate_division_OP11,0,0,Productive,Free,Baker,Bottom
BAKH1,Candidate_division_OP3,35,0.34,Productive,Free,Baker,Bottom
BAKH1,Candidate_division_OP8,0,0,Productive,Free,Baker,Bottom
BAKH1,Candidate_division_SR1,35,0.34,Productive,Free,Baker,Bottom
BAKH1,Candidate_division_TM7,0,0,Productive,Free,Baker,Bottom
BAKH1,Candidate_division_WS3,4,0.04,Productive,Free,Baker,Bottom
BAKH1,Chlamydiae,9,0.09,Productive,Free,Baker,Bottom
BAKH1,Chlorobi,265,2.57,Productive,Free,Baker,Bottom
BAKH1,Chloroflexi,276,2.68,Productive,Free,Baker,Bottom
BAKH1,Cyanobacteria,82,0.8,Productive,Free,Baker,Bottom
BAKH1,Deferribacteres,4,0.04,Productive,Free,Baker,Bottom
BAKH1,Deinococcus-Thermus,84,0.82,Productive,Free,Baker,Bottom
BAKH1,Dictyoglomi,0,0,Productive,Free,Baker,Bottom
BAKH1,Elusimicrobia,0,0,Productive,Free,Baker,Bottom
BAKH1,Fibrobacteres,11,0.11,Productive,Free,Baker,Bottom
BAKH1,Firmicutes,249,2.42,Productive,Free,Baker,Bottom
BAKH1,Fusobacteria,0,0,Productive,Free,Baker,Bottom
BAKH1,Gemmatimonadetes,0,0,Productive,Free,Baker,Bottom
BAKH1,Lentisphaerae,796,7.72,Productive,Free,Baker,Bottom
BAKH1,NPL-UPA2,113,1.1,Productive,Free,Baker,Bottom
BAKH1,Planctomycetes,436,4.23,Productive,Free,Baker,Bottom
BAKH1,Spirochaetae,152,1.47,Productive,Free,Baker,Bottom
BAKH1,Tenericutes,27,0.26,Productive,Free,Baker,Bottom
BAKH1,Thermotogae,0,0,Productive,Free,Baker,Bottom
BAKH1,TM6,12,0.12,Productive,Free,Baker,Bottom
BAKH1,Verrucomicrobia,829,8.04,Productive,Free,Baker,Bottom
BAKH1,WCHB1-60,0,0,Productive,Free,Baker,Bottom
BAKH13um,Acidobacteria,42,0.41,Productive,Particle,Baker,Bottom
BAKH13um,Actinobacteria,59,0.57,Productive,Particle,Baker,Bottom
BAKH13um,Armatimonadetes,21,0.2,Productive,Particle,Baker,Bottom
BAKH13um,Bacteroidetes,2206,21.41,Productive,Particle,Baker,Bottom
BAKH13um,BD1-5,9,0.09,Productive,Particle,Baker,Bottom
BAKH13um,Candidate_division_BRC1,14,0.14,Productive,Particle,Baker,Bottom
BAKH13um,Candidate_division_OD1,62,0.6,Productive,Particle,Baker,Bottom
BAKH13um,Candidate_division_OP11,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Candidate_division_OP3,9,0.09,Productive,Particle,Baker,Bottom
BAKH13um,Candidate_division_OP8,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Candidate_division_SR1,31,0.3,Productive,Particle,Baker,Bottom
BAKH13um,Candidate_division_TM7,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Candidate_division_WS3,27,0.26,Productive,Particle,Baker,Bottom
BAKH13um,Chlamydiae,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Chlorobi,448,4.35,Productive,Particle,Baker,Bottom
BAKH13um,Chloroflexi,1306,12.67,Productive,Particle,Baker,Bottom
BAKH13um,Cyanobacteria,419,4.07,Productive,Particle,Baker,Bottom
BAKH13um,Deferribacteres,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Deinococcus-Thermus,74,0.72,Productive,Particle,Baker,Bottom
BAKH13um,Dictyoglomi,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Elusimicrobia,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Fibrobacteres,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Firmicutes,310,3.01,Productive,Particle,Baker,Bottom
BAKH13um,Fusobacteria,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Gemmatimonadetes,0,0,Productive,Particle,Baker,Bottom
BAKH13um,Lentisphaerae,539,5.23,Productive,Particle,Baker,Bottom
BAKH13um,NPL-UPA2,61,0.59,Productive,Particle,Baker,Bottom
BAKH13um,Planctomycetes,317,3.08,Productive,Particle,Baker,Bottom
BAKH13um,Spirochaetae,212,2.06,Productive,Particle,Baker,Bottom
BAKH13um,Tenericutes,8,0.08,Productive,Particle,Baker,Bottom
BAKH13um,Thermotogae,0,0,Productive,Particle,Baker,Bottom
BAKH13um,TM6,7,0.07,Productive,Particle,Baker,Bottom
BAKH13um,Verrucomicrobia,1216,11.8,Productive,Particle,Baker,Bottom
BAKH13um,WCHB1-60,0,0,Productive,Particle,Baker,Bottom
BAKH2,Acidobacteria,26,0.25,Productive,Free,Baker,Bottom
BAKH2,Actinobacteria,991,9.62,Productive,Free,Baker,Bottom
BAKH2,Armatimonadetes,0,0,Productive,Free,Baker,Bottom
BAKH2,Bacteroidetes,2234,21.69,Productive,Free,Baker,Bottom
BAKH2,BD1-5,8,0.08,Productive,Free,Baker,Bottom
BAKH2,Candidate_division_BRC1,8,0.08,Productive,Free,Baker,Bottom
BAKH2,Candidate_division_OD1,127,1.23,Productive,Free,Baker,Bottom
BAKH2,Candidate_division_OP11,0,0,Productive,Free,Baker,Bottom
BAKH2,Candidate_division_OP3,55,0.53,Productive,Free,Baker,Bottom
BAKH2,Candidate_division_OP8,0,0,Productive,Free,Baker,Bottom
BAKH2,Candidate_division_SR1,33,0.32,Productive,Free,Baker,Bottom
BAKH2,Candidate_division_TM7,0,0,Productive,Free,Baker,Bottom
BAKH2,Candidate_division_WS3,0,0,Productive,Free,Baker,Bottom
BAKH2,Chlamydiae,6,0.06,Productive,Free,Baker,Bottom
BAKH2,Chlorobi,189,1.83,Productive,Free,Baker,Bottom
BAKH2,Chloroflexi,405,3.93,Productive,Free,Baker,Bottom
BAKH2,Cyanobacteria,101,0.98,Productive,Free,Baker,Bottom
BAKH2,Deferribacteres,0,0,Productive,Free,Baker,Bottom
BAKH2,Deinococcus-Thermus,70,0.68,Productive,Free,Baker,Bottom
BAKH2,Dictyoglomi,0,0,Productive,Free,Baker,Bottom
BAKH2,Elusimicrobia,0,0,Productive,Free,Baker,Bottom
BAKH2,Fibrobacteres,5,0.05,Productive,Free,Baker,Bottom
BAKH2,Firmicutes,252,2.45,Productive,Free,Baker,Bottom
BAKH2,Fusobacteria,0,0,Productive,Free,Baker,Bottom
BAKH2,Gemmatimonadetes,0,0,Productive,Free,Baker,Bottom
BAKH2,Lentisphaerae,987,9.58,Productive,Free,Baker,Bottom
BAKH2,NPL-UPA2,130,1.26,Productive,Free,Baker,Bottom
BAKH2,Planctomycetes,476,4.62,Productive,Free,Baker,Bottom
BAKH2,Spirochaetae,137,1.33,Productive,Free,Baker,Bottom
BAKH2,Tenericutes,35,0.34,Productive,Free,Baker,Bottom
BAKH2,Thermotogae,0,0,Productive,Free,Baker,Bottom
BAKH2,TM6,12,0.12,Productive,Free,Baker,Bottom
BAKH2,Verrucomicrobia,770,7.48,Productive,Free,Baker,Bottom
BAKH2,WCHB1-60,0,0,Productive,Free,Baker,Bottom
BAKH23um,Acidobacteria,30,0.29,Productive,Particle,Baker,Bottom
BAKH23um,Actinobacteria,67,0.65,Productive,Particle,Baker,Bottom
BAKH23um,Armatimonadetes,5,0.05,Productive,Particle,Baker,Bottom
BAKH23um,Bacteroidetes,2180,21.14,Productive,Particle,Baker,Bottom
BAKH23um,BD1-5,5,0.05,Productive,Particle,Baker,Bottom
BAKH23um,Candidate_division_BRC1,13,0.13,Productive,Particle,Baker,Bottom
BAKH23um,Candidate_division_OD1,32,0.31,Productive,Particle,Baker,Bottom
BAKH23um,Candidate_division_OP11,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Candidate_division_OP3,14,0.14,Productive,Particle,Baker,Bottom
BAKH23um,Candidate_division_OP8,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Candidate_division_SR1,15,0.15,Productive,Particle,Baker,Bottom
BAKH23um,Candidate_division_TM7,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Candidate_division_WS3,19,0.18,Productive,Particle,Baker,Bottom
BAKH23um,Chlamydiae,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Chlorobi,111,1.08,Productive,Particle,Baker,Bottom
BAKH23um,Chloroflexi,1371,13.3,Productive,Particle,Baker,Bottom
BAKH23um,Cyanobacteria,570,5.53,Productive,Particle,Baker,Bottom
BAKH23um,Deferribacteres,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Deinococcus-Thermus,82,0.8,Productive,Particle,Baker,Bottom
BAKH23um,Dictyoglomi,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Elusimicrobia,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Fibrobacteres,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Firmicutes,213,2.07,Productive,Particle,Baker,Bottom
BAKH23um,Fusobacteria,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Gemmatimonadetes,0,0,Productive,Particle,Baker,Bottom
BAKH23um,Lentisphaerae,685,6.64,Productive,Particle,Baker,Bottom
BAKH23um,NPL-UPA2,100,0.97,Productive,Particle,Baker,Bottom
BAKH23um,Planctomycetes,378,3.67,Productive,Particle,Baker,Bottom
BAKH23um,Spirochaetae,188,1.82,Productive,Particle,Baker,Bottom
BAKH23um,Tenericutes,9,0.09,Productive,Particle,Baker,Bottom
BAKH23um,Thermotogae,0,0,Productive,Particle,Baker,Bottom
BAKH23um,TM6,5,0.05,Productive,Particle,Baker,Bottom
BAKH23um,Verrucomicrobia,1482,14.37,Productive,Particle,Baker,Bottom
BAKH23um,WCHB1-60,0,0,Productive,Particle,Baker,Bottom
BASE1,Acidobacteria,131,1.27,Productive,Free,Baseline,Top
BASE1,Actinobacteria,1932,18.76,Productive,Free,Baseline,Top
BASE1,Armatimonadetes,0,0,Productive,Free,Baseline,Top
BASE1,Bacteroidetes,1814,17.61,Productive,Free,Baseline,Top
BASE1,BD1-5,0,0,Productive,Free,Baseline,Top
BASE1,Candidate_division_BRC1,0,0,Productive,Free,Baseline,Top
BASE1,Candidate_division_OD1,19,0.18,Productive,Free,Baseline,Top
BASE1,Candidate_division_OP11,0,0,Productive,Free,Baseline,Top
BASE1,Candidate_division_OP3,7,0.07,Productive,Free,Baseline,Top
BASE1,Candidate_division_OP8,0,0,Productive,Free,Baseline,Top
BASE1,Candidate_division_SR1,0,0,Productive,Free,Baseline,Top
BASE1,Candidate_division_TM7,0,0,Productive,Free,Baseline,Top
BASE1,Candidate_division_WS3,0,0,Productive,Free,Baseline,Top
BASE1,Chlamydiae,19,0.18,Productive,Free,Baseline,Top
BASE1,Chlorobi,420,4.08,Productive,Free,Baseline,Top
BASE1,Chloroflexi,124,1.2,Productive,Free,Baseline,Top
BASE1,Cyanobacteria,553,5.37,Productive,Free,Baseline,Top
BASE1,Deferribacteres,0,0,Productive,Free,Baseline,Top
BASE1,Deinococcus-Thermus,7,0.07,Productive,Free,Baseline,Top
BASE1,Dictyoglomi,0,0,Productive,Free,Baseline,Top
BASE1,Elusimicrobia,0,0,Productive,Free,Baseline,Top
BASE1,Fibrobacteres,0,0,Productive,Free,Baseline,Top
BASE1,Firmicutes,0,0,Productive,Free,Baseline,Top
BASE1,Fusobacteria,0,0,Productive,Free,Baseline,Top
BASE1,Gemmatimonadetes,0,0,Productive,Free,Baseline,Top
BASE1,Lentisphaerae,0,0,Productive,Free,Baseline,Top
BASE1,NPL-UPA2,8,0.08,Productive,Free,Baseline,Top
BASE1,Planctomycetes,631,6.13,Productive,Free,Baseline,Top
BASE1,Spirochaetae,6,0.06,Productive,Free,Baseline,Top
